"region_bld","fuel_heat_f","value","scaling_factor"
"C-EEU-BGR","coal",-2.70950302800195,0.237984276412793
"C-EEU-BGR","district_heat",-1.5557084334764,0.237984276412793
"C-EEU-BGR","electricity",-1.31303228643718,0.237984276412793
"C-EEU-BGR","heat_pump",-2.17075952879245,0.237984276412793
"C-EEU-BGR","biomass_solid",0,0.237984276412793
"C-EEU-CZE","coal",-2.39557463879734,0.157995962080228
"C-EEU-CZE","district_heat",-0.462317279513678,0.157995962080228
"C-EEU-CZE","gas",-0.261923221649503,0.157995962080228
"C-EEU-CZE","heat_pump",-2.24973016665718,0.157995962080228
"C-EEU-CZE","biomass_solid",0,0.157995962080228
"C-EEU-EST","biomass_solid",0.297636604787394,0.170981610506857
"C-EEU-EST","gas",-1.7868991869394,0.170981610506857
"C-EEU-EST","heat_pump",-0.71877894180333,0.170981610506857
"C-EEU-EST","district_heat",0,0.170981610506857
"C-EEU-HUN","biomass_solid",1.45148692859963,0.162210316079875
"C-EEU-HUN","district_heat",-1.25937072430679,0.162210316079875
"C-EEU-HUN","heat_pump",-4.00357967420215,0.162210316079875
"C-EEU-HUN","gas",0,0.162210316079875
"C-EEU-LTU","district_heat",-0.192236668270232,0.135683040192509
"C-EEU-LTU","gas",-2.04267221301891,0.135683040192509
"C-EEU-LTU","heat_pump",-5.96686440550821,0.135683040192509
"C-EEU-LTU","biomass_solid",0,0.135683040192509
"C-EEU-LVA","district_heat",-0.69108536218751,0.125728615187183
"C-EEU-LVA","gas",-1.86512761410934,0.125728615187183
"C-EEU-LVA","heat_pump",-3.24024852686224,0.125728615187183
"C-EEU-LVA","biomass_solid",0,0.125728615187183
"C-EEU-POL","biomass_solid",0.248206214043213,0.141765792081899
"C-EEU-POL","district_heat",0.434466717642991,0.141765792081899
"C-EEU-POL","gas",0.341208113999405,0.141765792081899
"C-EEU-POL","heat_pump",-3.0869907880274,0.141765792081899
"C-EEU-POL","coal",0,0.141765792081899
"C-EEU-ROU","district_heat",-1.70386150569666,0.219485157010914
"C-EEU-ROU","gas",-1.78352862120732,0.219485157010914
"C-EEU-ROU","heat_pump",-4.8723688947644,0.219485157010914
"C-EEU-ROU","biomass_solid",0,0.219485157010914
"C-EEU-SVK","district_heat",137.613172470115,64.9658311123242
"C-EEU-SVK","heat_pump",-94.2071479760641,64.9658311123242
"C-EEU-SVK","gas",0,64.9658311123242
"C-EEU-SVN","district_heat",-1.16142649520627,0.140186719512477
"C-EEU-SVN","electricity",-1.37052700657685,0.140186719512477
"C-EEU-SVN","gas",-1.36709327359632,0.140186719512477
"C-EEU-SVN","heat_pump",-2.04383854640243,0.140186719512477
"C-EEU-SVN","oil",-0.577793514946545,0.140186719512477
"C-EEU-SVN","biomass_solid",0,0.140186719512477
"C-WEU-AUT","district_heat",-0.359130664476874,0.0934204568864229
"C-WEU-AUT","gas",-0.195738351985807,0.0934204568864229
"C-WEU-AUT","heat_pump",-0.70497442941402,0.0934204568864229
"C-WEU-AUT","oil",0.377220949673062,0.0934204568864229
"C-WEU-AUT","biomass_solid",0,0.0934204568864229
"C-WEU-BEL","biomass_solid",-1.80480936242297,0.149714370369666
"C-WEU-BEL","heat_pump",-1.10604499835243,0.149714370369666
"C-WEU-BEL","oil",0.602806953441047,0.149714370369666
"C-WEU-BEL","gas",0,0.149714370369666
"C-WEU-CYP","electricity",-1.19793083643668,0.437794147012333
"C-WEU-CYP","heat_pump",-0.675691024234905,0.437794147012333
"C-WEU-CYP","oil",0,0.437794147012333
"C-WEU-DEU","biomass_solid",-1.00439902657207,0.0888349580203518
"C-WEU-DEU","district_heat",-1.28298313109508,0.0888349580203518
"C-WEU-DEU","heat_pump",-1.61034026590565,0.0888349580203518
"C-WEU-DEU","oil",0.00787665760198904,0.0888349580203518
"C-WEU-DEU","gas",0,0.0888349580203518
"C-WEU-DNK","biomass_solid",-1.1016519709715,0.0744384912754544
"C-WEU-DNK","gas",-1.17477240243916,0.0744384912754544
"C-WEU-DNK","heat_pump",-1.5002486751935,0.0744384912754544
"C-WEU-DNK","oil",-0.661589677536697,0.0744384912754544
"C-WEU-DNK","district_heat",0,0.0744384912754544
"C-WEU-ESP","biomass_solid",-0.548824722934979,0.146688798023994
"C-WEU-ESP","electricity",0.477116078943444,0.146688798023994
"C-WEU-ESP","gas",-0.460031845447334,0.146688798023994
"C-WEU-ESP","heat_pump",-0.445169571161668,0.146688798023994
"C-WEU-ESP","oil",0,0.146688798023994
"C-WEU-FIN","biomass_solid",-1.28906670626503,0.159185057528897
"C-WEU-FIN","district_heat",-1.14962139083012,0.159185057528897
"C-WEU-FIN","electricity",-0.620901703793649,0.159185057528897
"C-WEU-FIN","oil",0.184709447552912,0.159185057528897
"C-WEU-FIN","heat_pump",0,0.159185057528897
"C-WEU-FRA","biomass_solid",-0.130784402710194,0.0947846643203208
"C-WEU-FRA","district_heat",-1.96335355333135,0.0947846643203208
"C-WEU-FRA","electricity",-0.643999417286287,0.0947846643203208
"C-WEU-FRA","heat_pump",-0.880805299654736,0.0947846643203208
"C-WEU-FRA","oil",0.117489199222161,0.0947846643203208
"C-WEU-FRA","gas",0,0.0947846643203208
"C-WEU-GBR","biomass_solid",-1.64892947411701,0.0922589547347928
"C-WEU-GBR","electricity",-0.421924286600716,0.0922589547347928
"C-WEU-GBR","heat_pump",-2.14356127736619,0.0922589547347928
"C-WEU-GBR","oil",-1.62449238775282,0.0922589547347928
"C-WEU-GBR","gas",0,0.0922589547347928
"C-WEU-GRC","biomass_solid",-2.23442477196186,0.156853560971656
"C-WEU-GRC","gas",-2.86709329990778,0.156853560971656
"C-WEU-GRC","heat_pump",-2.97365292196362,0.156853560971656
"C-WEU-GRC","oil",0,0.156853560971656
"C-WEU-IRL","coal",-2715.87828747697,81.6944343510309
"C-WEU-IRL","gas",-862.870382164567,81.6944343510309
"C-WEU-IRL","heat_pump",-72.5699579988022,81.6944343510309
"C-WEU-IRL","oil",0,81.6944343510309
"C-WEU-ITA","biomass_solid",-0.0529412674825296,0.132594708162225
"C-WEU-ITA","district_heat",-2.00357895159417,0.132594708162225
"C-WEU-ITA","heat_pump",-1.86529974392838,0.132594708162225
"C-WEU-ITA","oil",-0.878309011795993,0.132594708162225
"C-WEU-ITA","gas",0,0.132594708162225
"C-WEU-LUX","heat_pump",926.250201888339,113.32773184684
"C-WEU-LUX","oil",916.99020555268,113.32773184684
"C-WEU-LUX","gas",0,113.32773184684
"C-WEU-MLT","biomass_solid",-2.92629063722106,0.236140187154509
"C-WEU-MLT","electricity",-1.44116543600527,0.236140187154509
"C-WEU-MLT","heat_pump",-1.60960654327467,0.236140187154509
"C-WEU-MLT","oil",0,0.236140187154509
"C-WEU-NLD","biomass_solid",-2.01158898942303,0.0834481446562541
"C-WEU-NLD","district_heat",-2.84498464571213,0.0834481446562541
"C-WEU-NLD","heat_pump",-2.97432212897371,0.0834481446562541
"C-WEU-NLD","gas",0,0.0834481446562541
"C-WEU-PRT","gas",-1.09644433533993,0.180132153108797
"C-WEU-PRT","heat_pump",-2.78304081306716,0.180132153108797
"C-WEU-PRT","oil",-0.631345012333252,0.180132153108797
"C-WEU-PRT","biomass_solid",0,0.180132153108797
"C-WEU-SWE","biomass_solid",-2.87878092898678,0.174824800547379
"C-WEU-SWE","district_heat",-2.3107385152275,0.174824800547379
"C-WEU-SWE","electricity",-0.931721903703581,0.174824800547379
"C-WEU-SWE","heat_pump",0,0.174824800547379
